name,url,telephone,tax_num,street,locality,region,postcode,country
Valley Mission Inc,http://www.valleymission.net,(540) 886-4673,EIN 54-0930419,1513 W. Beverley Street,Staunton,VA,24401,USA
Caring Hearts Rescue,http://,,EIN 26-1203522,,Springfield,VA,22153,USA
Wildlife Center of Virginia,http://www.wildlifecenter.org,(540) 942-9453,EIN 54-1215402,PO Box 1557,Waynesboro,VA,22980,USA
ChildFund International,http://www.childfund.org,804-756-2700,EIN 54-0536100,PO Box 26484 2821 Emerywood Parkway,Richmond,VA,23294,USA
Barack H Obama Foundation,http://,,EIN 26-2461343,107 S West Street 401,Alexandria,VA,22314,USA
Arlington Thrive,http://www.arlingtonthrive.org,(703) 558-0035,EIN 51-0207684,PO Box 7429,Arlington,VA,22207,USA
"Foster Hope Foundation, Inc.",http://www.fosterhopeinc.org,,EIN 27-1599106,717 Clay St,Lynchburg,VA,24504,USA
Gloucester-Mathews Free Clinic,http://www.gmfreeclinic.org,(804) 210-1368,EIN 54-1875619,6031 Industrial Dr,Gloucester,VA,23061,USA
Twenty-First Century African Youth Movement Inc,http://www.aym-inc.org,(240) 374-3303,EIN 39-1742519,PO Box 90152,Alexandria,VA,22309,USA
United Charitable,http://www.UnitedCharitable.org,703-536-8708,EIN 20-4286082,"6201 Leesburg Pike, Suite 405",Falls Church,VA,22044,USA
"Henrico County Court Appointed Special Advocates, Inc.",http://www.henricocasa.org,(804) 501-1671,EIN 54-1710746,3001 Hungary Spring Road Suite A,Henrico,VA,23228,USA
Navy SEAL Foundation,http://www.navysealfoundation.org/,757-363-7490,EIN 31-1728910,1619 D Street,Virginia Bch,VA,23459,USA
Organization For Autism Research Inc,http://www.researchautism.org,(703) 243-9710,EIN 54-2062167,2000 N. 14th Street Suite 240,Arlington,VA,22201,USA
Girls on the Run of Nova,http://www.gotrnova.org,7032733153,EIN 54-2026885,10560 Main St Ste 514,Fairfax,VA,22030,USA
Link Of Hampton Roads Incorporated,http://,,EIN 54-1556503,10413 Warwick Blvd,Newport News,VA,23601,USA
BRISTOL CRISIS CENTER INC,http://www.crisiscenterinc.org/,276-466-5481,EIN 54-0936057,100 Oakview Avenue,Bristol,VA,24201,USA
Central Virginia Horse Rescue,http://www.centralvahorserescue.org,434-774-6607,EIN 27-2967793,389 Boydton Plank Rd,Brodnax,VA,23920,USA
National Center For Missing And Exploited Children,http://www.missingkids.org,(703) 224-2150,EIN 52-1328557,699 Prince St,Alexandria,VA,22314,USA
"East Coast Gentle Giants Rescue, Inc",http://www.eastcoastgentlegiants.com,,EIN 47-2099037,Po Box 340,Hanover,VA,23069,USA
Center For Workforce Development Inc,http://www.centersinternational.org,571-313-0980,EIN 20-5634446,45342 Gable Square,Sterling,VA,20164,USA
TWP-The Youth Movement,http://www.TWPTheMovement.org,(757) 747-2679,EIN 33-1207585,700 E Olney Rd,Norfolk,VA,23504,USA
Army Emergency Relief,http://www.aerhq.org,,EIN 53-0196552,2530 Crystal Dr Fl 13,Arlington,VA,22202,USA
Rosmy,http://www.rosmy.org,(804) 644-4800,EIN 54-1572424,PO Box 5542,Richmond,VA,23220,USA
"Partner for Surgery, Inc.",http://www.partnerforsurgery.org,,EIN 54-2034427,6804 Melrose Drive,McLean,VA,22101,USA
Middleburg Humane Foundation,http://,,EIN 54-1694317,Po Box 1238,Middleburg,VA,20118,USA
Ricky Johnson & Friends,http://CFKPARADE.ORG,804-774-0099,EIN 45-5347674,1012 1/2 W Clay St,Richmond,VA,23220,USA
Eastern Shore of VA Historical Society,http://www.shorehistory.org,757-787-8012,EIN 23-7225383,69 Market Street PO Box 179,Onancock,VA,23417,USA
"Empowered Women International, Inc.",http://www.ewint.org,571-366-7724,EIN 32-0066071,1801 N. Quaker Lane,Alexandria,VA,22302,USA
Da Capo Virginia,http://www.dacapova.org,,EIN 26-4016090,2321 Olde Stone Rd,Midlothian,VA,23113,USA
Britepaths (formerly Our Daily Bread),http://britepaths.org,703-273-8829,EIN 52-1596259,4080 Chain Bridge Road 2nd Floor,Fairfax,VA,22030,USA
Recovery At St Johns,http://,,EIN 27-2759893,1355 Liggates Rd,Lynchburg,VA,24502,USA
POE FOUNDATION INC,http://www.poemuseum.org,(804) 648-5523,EIN 54-0343050,1914 E Main St # 16,Richmond,VA,23223,USA
Society of St. Andrew,http://www.endhunger.org,800-333-4597,EIN 54-1285793,3383 Sweet Hollow Rd,Big Island,VA,24526,USA
Insight Memory Care Center,http://www.insightmcc.org,703-204-4664,EIN 52-1361974,2812 Old Lee Highway Suite 210,Fairfax,VA,22031,USA
"Human Service Charities of America, Inc.",http://www.hsca.org,,EIN 94-3240353,44330 Premier Plaza Suite 220,Ashburn,VA,20147,USA
MISSIONARIES OF OUR LADY OF DIVINE MERCY,http://www.houseofmercyva.org,(703) 659-1636,EIN 20-4572642,10043 Nokesville Rd,Manassas,VA,20110,USA
Safe Homes For Children Incorporated,http://,,EIN 06-1699012,3303 Pond Mountain Ln,Whitetop,VA,24292,USA
House Inc,http://www.thehouse-inc.com,(703) 909-5459,EIN 20-2947568,14000 Crown Ct Ste 105,Woodbridge,VA,22193,USA
Fight Colorectal Cancer,http://www.FightColorectalCancer.org,703-548-1225,EIN 20-2622550,1414 Prince Street Suite 204,Alexandria,VA,22314,USA
"Pleasant View Home, Inc.",http://www.pleasantviewinc.org,540-896-8255,EIN 54-0887738,PO Box 426,Broadway,VA,22815,USA
Alternative House,http://www.TheAlternativeHouse.org,703 506-9191,EIN 54-0899463,PO Box 694,Dunn Loring,VA,22027,USA
Cats Cradle Of The Shenandoah Valley Inc,http://catscradleva.org/,(540) 820-3804,EIN 20-3269224,Po Box 612,Staunton,VA,24402,USA
"The NRA Foundation, Inc.",http://www.nrafoundation.org,(703) 267-1000,EIN 52-1710886,11250 Waples Mill Rd,Fairfax,VA,22030,USA
Freedom Alliance,http://,,EIN 54-1411430,22570 Markey Ct Ste 240,Dulles,VA,20166,USA
Blue Horse Mukwa Equine Retirement and Rescue Center,http://www.bluehorsemukwa.org,757-439-4206,EIN 54-2046908,25859 Hwy 49,Chase City,VA,23924,USA
Harrowgate Athletic Association,http://www.leaguelineup.com/harrowgateathleticassociation,8048686597,EIN 23-7444344,PO Box 2097,Chester,VA,23831,USA
Caroline Furnace Lutheran Camp And Retreat Center,http://www.carolinefurnace.org,,EIN 54-0737108,2239 Camp Roosevelt Rd,Fort Valley,VA,22652,USA
Arlington Food Assistance Center,http://www.afacinfo.org,703-845-8486,EIN 54-1473207,2708 S Nelson St,Arlington,VA,22206,USA
Old Dominion Performance Arts Studio Inc.,http://Www.performods.org,540-324-4049,EIN 26-3039108,313West Main Street,Waynesboro,VA,22980,USA
Steamd Inc,http://www.steamdinc.org,,EIN 46-5206454,21819 Inglewood Ct,Broadlands,VA,20148,USA
The Organization Of Virginia Homeschoolers,http://,,EIN 54-1935660,Po Box 5131,Charlottesvle,VA,22905,USA
Project Mend-A-House,http://pmahweb.org,(703) 792-7663,EIN 54-1733024,9500 Technology Dr Room 101,Manassas,VA,20110,USA
Virginia Ballet Company And School,http://www.virginiaballetcompany.org,,EIN 54-0800855,5595 Guinea Rd,Fairfax,VA,22032,USA
Sisters United Of Richmond Virginia,http://,,EIN 54-1368020,3318 Garland Avenue,Richmond,VA,23222,USA
Bear Path Acres Animal Educational Center,http://www.bearpathacres.org,(757) 516-8774,EIN 26-3064303,34574 Smiths Ferry Rd,Franklin,VA,23851,USA
Sudan Sunrise,http://www.sudansunrise.org,(913) 481-1459,EIN 20-4239298,11404 Summer House Court,Reston,VA,20194,USA
Catholic Charities USA,http://www.CatholicCharitiesUSA.org,,EIN 53-0196620,Sixty-Six Canal Center Plaza Suite 600,Alexandria,VA,22314,USA
Friends 4 Recovery Whole Health Center,http://www.friends4recovery.org,804-308-1366,EIN 26-4652419,7420 Whitepine Rd,North Chesterfield,VA,23237,USA
Alexandria Singers,http://www.alexandriasingers.com,,EIN 51-0188861,PO Box 16093,Alexandria,VA,22302,USA
"Henricus Colledge 1619, Inc.",http://,,EIN 54-1622457,PO Box 599,Williamsburg,VA,23187,USA
ROC SOLID FOUNDATION INC,http://www.rocsolidfoundation.org,757-966-5500,EIN 26-4082283,3333 Station House Rd. Suite B,Chesapeake,VA,23321,USA
Rare,http://www.rare.org,703-522-7050,EIN 23-7380563,1310 North Courthouse Road Suite 110,Arlington,VA,22201,USA
American Indian Youth Running Strong aka Running Strong for American Indian Youth,http://www.indianyouth.org,(703) 317-9881,EIN 54-1594578,8301 Richmond Higway Ste 200,Alexandria,VA,22309,USA
Yokid Stretch Your Limits Inc,http://yokid.org/,(703) 475-0046,EIN 26-0714762,500 North Washington Street,Alexandria,VA,22314,USA
Heart Havens Inc,http://www.hearthavens.org,(804) 237-6097,EIN 54-1823934,812 Moorefield Park Dr Ste 301,N Chesterfld,VA,23236,USA
Baptist World Alliance,http://www.bwanet.org,+1 703-790-8980,EIN 53-0204667,405 N Washington St,Falls Church,VA,22046,USA
Bread and Water for Africa,http://www.africanrelief.org,703-317-9440,EIN 54-1884520,8301 Richmond Highway Suite 300,Alexandria,VA,22309,USA
Association For Research And Enlightenment Inc,http://www.edgarcayce.org,(757) 428-3588,EIN 54-0573802,215 67th St,Virginia Bch,VA,23451,USA
Shenandoah Community Foundation Inc,http://www.ShenandoahCF.org,540-459-7737,EIN 54-1963011,PO Box 31,Woodstock,VA,22664,USA
Rappahannock Council Against Sexual Assault,http://www.rcasa.org,540-371-6771,EIN 54-1443112,"2601 Princess Anne Street, Suite 102",Fredericksbrg,VA,22401,USA
Good360,http://about.good360.org,(703) 836-2121,EIN 54-1282616,1330 Braddock Place Suite 600,Alexandria,VA,22314,USA
LOUDOUN WILDLIFE CONSERVANCY,http://www.loudounwildlife.org/,(703) 229-7871,EIN 54-1762533,PO Box 2088,Purcellville,VA,20134,USA
Law Enforcement Legal Defense Fund,http://www.policedefense.org,(703) 807-1875,EIN 52-1095066,2560 Huntington Ave,Alexandria,VA,22303,USA
Misfit Critter Farm & Sanctuary,http://www.misfitcritterfarm.com,504-390-9008,EIN 47-1199797,Private Property Please contact for address or directions!,Ivanhoe,VA,24350,USA
Planned Parenthood of Southeastern Virginia Inc,http://www.ppsev.org,(804) 355-4358,EIN 54-0929058,515 Newtown Rd,Virginia Bch,VA,23462,USA
Airline Ambassadors International Inc,http://www.airlineamb.org,,EIN 75-2679444,550 14th Rd S Apt 1014,Arlington,VA,22202,USA
"World Children's Choir, Inc.",http://www.worldchildrenschoir.org,703-883-0920,EIN 54-1532063,4022 Hummer Road Suite 109,Annandale,VA,22003,USA
Life Unlimited of Virginia Inc,http://www.rikkisrefuge.org,540-854-0870,EIN 54-1911042,7321 Franklin Rd,Annandale,VA,22003,USA
The Northern Neck Middlesex Free Health Clinic Inc,http://www.nnfhc.com,,EIN 54-1679279,Po Box 1694,Kilmarnock,VA,22482,USA
Barn Cat Buddies Program,http://barncatbuddies.org,,EIN 27-3959063,PO Box 777,Hardy,VA,24101,USA
Friends of Stafford County Animal Shelter,http://scasfriendsof.wix.com/foscas,,EIN 47-5134807,PO Box 417,Garrisonville,VA,22463,USA
Computer C O R E,http://www.computercore.org,(703) 931-7346,EIN 54-1968428,5881 Leesburg Pike Ste 204,Falls Church,VA,22041,USA
Literacy Volunteers of Gloucester Inc,http://www.literacyvolunteersofgloucester.org,804-693-1306,EIN 54-1276863,PO Box 28 5276 George Washington Memorial Highway,White Marsh,VA,23183,USA
Andrew's Buddies Corporation,http://www.fightsma.org,703-299-1144,EIN 54-1610701,"1321 Duke Street, Suite 304",Alexandria,VA,22314,USA
Public Advocate Of The United States,http://,,EIN 52-1112449,5613 Leesburg Pike Ste 17,Falls Church,VA,22041,USA
Care Net,http://www.care-net.org,703-554-8734,EIN 54-1382723,"44180 Riverside Parkway, Suite 200",Lansdowne,VA,20176,USA
Oldies But Goodies (OBG) Cocker Rescue,http://www.cockerspanielrescue.com,703-533-2373,EIN 54-1833707,PO Box 361,Newington,VA,22122,USA
Journey For The Cure Foundation,http://,,EIN 20-0781117,14141 Hume Rd,Hume,VA,22639,USA
Touching Heart,http://www.touchingheart.com,,EIN 27-0777365,P.O.BOX 710282 Touching Heart,Herndon,VA,20171,USA
Fancy Cats Rescue Team,http://www.fancycats.org/,703-961-1056,EIN 54-1859914,PO Box 182,Herndon,VA,20172,USA
"Community Touch, Inc.",http://www.communitytouchinc.org,540.439.9300,EIN 20-1369506,10499 Jericho Rd,Bealeton,VA,22712,USA
The Starving Artist Theatre,http://www.thestarvingartisttheatre.com,703-373-3616,EIN 30-0349633,P.O. Box 41822,Arlington,VA,22204,USA
Humanity Road,http://humanityroad.org,4347744515,EIN 27-2047079,230 WASHINGTON ST,Boydton,VA,23917,USA
American Media Institute,https://americanmediainstitute.com/,(703) 872-7840,EIN 46-0551578,109 North Henry Street,Alexandria,VA,22314,USA
World Help,http://www.worldhelp.net,(434) 525-4657,EIN 54-1615454,1148 Corporate Park Dr,Forest,VA,24551,USA
Spirit Open Equestrian Program,http://www.spiritequestrian.org,703-600-9667,EIN 20-8492941,2705 West Ox Rd,Herndon,VA,20171,USA
Next Generation Choices Foundation Inc,http://www.lesscancer.org,(540) 270-4587,EIN 30-0240622,296 Harbor Road Post Office 1801,MIddleburg,VA,20118,USA
"Golden Retriever Rescue Education and Training, Inc.(GRREAT)",http://www.grreat.org,(703) 620-6593,EIN 52-1602298,PO Box 190,Merrifield,VA,22116,USA
Darim Online,http://www.darimonline.org,434.977.1170,EIN 06-1594680,204 Ridge Street,Charlottesville,VA,22902,USA
LOST & FOUND HORSE RESCUE FOUNDATION INC,http://,,EIN 54-1845646,1900 Oracle Way Ste 700,Reston,VA,20190,USA
AFGHAN HEALTH AND DEVELOPMENT SERVICES AHDS,http://www.ahds.org,(571) 331-8943,EIN 54-1968322,8603 Westwood Center Dr Ste 230,Vienna,VA,22182,USA
American National Red Cross National Capital,http://www.redcrossnca.org,,EIN 53-0196595,Chapter Headquarters 8550 Arlington Blvd,Fairfax,VA,22031,USA
Arlington Art Center,http://www.arlingtonartscenter.org,,EIN 23-7382322,3550 Wilson Blvd,Arlington,VA,22201,USA
Uncle Asia,http://Godsheritagehome.com,540-529-9461,EIN 27-4533587,2625 Simmons Mill Rd,Thaxton,VA,24174,USA
Mens Health Network,http://www.menshealthnetwork.org,,EIN 52-1855419,10030 Scenic View Ter,Vienna,VA,22182,USA
"SCAN of Northern Virginia, Inc.",http://www.scanva.org,(703) 820-9001,EIN 54-1473693,205 S Whiting St Suite 205,Alexandria,VA,22304,USA
Clusterbusters Inc,http://www.clusterbusters.org,(630) 243-8100,EIN 43-2081926,3850 Gaskins Road Suite 120,Richmond,VA,23233,USA
Action In Community Through Service of Prince William County,http://www.actspwc.org,(703) 441-8606,EIN 54-0897679,3900 ACTS Lane,Dumfries,VA,22026,USA
Beach Health Clinic Inc,http://,,EIN 54-1366960,3396 Holland Rd Ste 102,Virginia Bch,VA,23452,USA
Tomorrows Youth Organization,http://www.tomorrowsyouth.org,(703) 893-9445,EIN 26-1409007,1356 Beverly Road Suite 200,McLean,VA,22101,USA
Goodgirls Write Code,http://goodgirlswritecode.org/,,EIN 47-3944987,,Virginia Beach,VA,23451,USA
Lost Dog Foundation,http://www.lostdogfoundation.org,,EIN 32-0340564,1302 West 43rd St,Richmond,VA,23225,USA
The Art League,http://www.theartleague.org,703-683-1780,EIN 54-0833818,105 N Union St,Alexandria,VA,22314,USA
PARTNERSHIP FOR NONPROFIT EXCELLENCE,http://pnerichmond.org/,804-330-7027,EIN 20-8227522,7501 Boulders View Drive Suite 101,Richmond,VA,23225,USA
Initiative for Public Art - Reston Inc,http://www.publicartreston.org,703-467-9797,EIN 26-1314131,12001 Sunrise Valley Drive,Reston,VA,20191,USA
Community Library Inc,http://www.lancasterlibrary.org,(804) 435-1833,EIN 54-0735541,Po Box 850,Kilmarnock,VA,22482,USA
Team Genesis Inc,http://www.teamgenesis.org,(434) 239-8326,EIN 26-4796499,150 Linden Ave,Lynchburg,VA,24503,USA
Beans And Rice Inc,http://www.beansandrice.org,,EIN 54-1851247,Po Box 397,Radford,VA,24143,USA
Integrative Centers for Science and Medicine,http://www.integrativemedsci.org,276-403-5086,EIN 37-1522829,315 Hospital Drive  Suite 206,Martinsville,VA,24112,USA
Ballet Virginia International,http://,,EIN 26-2443093,700 W 21st St,Norfolk,VA,23517,USA
Fabretto Children's Foundation,http://www.fabretto.org,(703) 525-8716,EIN 36-3894824,325 Commerce Street,Alexandria,VA,22314,USA
Voices For Animals,http://,,EIN 54-1418303,Po Box 4466,Charlottesvle,VA,22905,USA
Coalition To Salute Americas Heroes,http://www.saluteheroes.org,(703) 291-4605,EIN 52-1351773,552 Fort Evans Road Suite 300,Leesburg,VA,20176,USA
25 40,http://www.2540.org,(703) 426-0275,EIN 43-2021875,PO Box 10534,Burke,VA,22009,USA
Project Esperanza,http://esperanzameanshope.org,809-261-5537,EIN 11-3776448,1291 Valley Mill Rd.,Winchester,VA,22602,USA
Rescue Me An Avian Sanctuary,http://www.rescueme.org,,EIN 52-2052061,PO Box 534,Ark,VA,23003,USA
Reel American Heroes Foundation,http://www.reelamericanheroes.org,,EIN 27-3279687,4196 Merchant Plaza #133,Woodbridge,VA,22192,USA
Lutheran Family Services of Virginia Inc,http://www.lfsva.org,(540) 774-7100,EIN 54-1222012,2609 McVitty Road,Roanoke,VA,24018,USA
Art On Wheels NFP,http://,804 7265119,EIN 30-0404581,3108 1/2 West Leigh Street,Richmond,VA,23230,USA
Music for Life,http://www.musicforlife.org,,EIN 27-2981666,7453 Long Pine Dr,Springfield,VA,22151,USA
Scholarship Fund of Alexandria,http://www.AlexScholarshipFund.org,(703) 824-6730,EIN 20-0031464,3330 King St,Alexandria,VA,22302,USA
Brad Kaminsky Foundation,http://www.tbkf.org,70037299897,EIN 23-3030587,20227 Catlett Place,Ashburn,VA,20147,USA
Virginia Center for Inclusive Communities,http://www.inclusiveva.org,804-515-7950,EIN 20-3188273,5511 Staples Mill Road Suite 202,Richmond,VA,23228,USA
"Project HOPE - The People-to-People Health Foundation, Inc.",http://www.projecthope.org,(540) 837-2100,EIN 53-0242962,255 Carter Hall Lane,Millwood,VA,22646,USA
National Council on Aging,http://www.ncoa.org,517-527-3900,EIN 13-1932384,251 18th Street South Suite 500,Arlington,VA,22202,USA
Cheetah Conservation Fund,http://www.cheetah.org,(866) 909-3399,EIN 31-1726923,PO Box 2496,Alexandria,VA,22301,USA
Theological Horizons Inc,http://,434-244-2839,EIN 58-1594037,1841 University Cir,Charlottesvle,VA,22903,USA
Patient Services Inc,http://www.uneedpsi.org,(804) 744-3813,EIN 54-1596178,Po Box 5930,Midlothian,VA,23112,USA
National Association for Uniformed Services 5535 Hempstead Way,http://www.naus.org,(703) 750-1342,EIN 52-0880162,5535 Hempstead Way,Springfield,VA,22151,USA
"Literacy Council of Northern Virginia, Inc.",http://www.lcnv.org,(703) 237-0866,EIN 23-7098748,2855 Annandale Rd,Falls Church,VA,22042,USA
Arlington Partnership For Affordable Housing Inc,http://www.apah.org,(703) 276-7444,EIN 54-1515133,2704 N Pershing Dr,Arlington,VA,22201,USA
Peacework,http://www.peacework.org/,(540) 953-1376,EIN 54-1621784,"620 N. Main Street, Suite 306",Blacksburg,VA,24060,USA
Virginia Home For Boys And Girls,http://www.vhbg.org,(804) 270-6566,EIN 54-0506330,8716 West Broad Street,Henrico,VA,23294,USA
American Psychiatric Association Foundation,http://americanpsychiatricfoundation.org/,1 888 35-PSYCH,EIN 52-1773663,1000 Wilson Blvd Suite 1825,Arlington,VA,22209,USA
Air Compassion for Veterans,http://www.AirCompassionForVeterans.org,757-271-2289,EIN 26-1685451,4620 Haygood Rd Ste 1,Virginia Bch,VA,23455,USA
Commonwealth Cat Rescue Inc,http://,(703) 568-3600,EIN 76-0826022,4122 Leonard Drive 300,Fairfax,VA,22030,USA
Lloyd F. Moss Free Clinic,http://www.mossfreeclinic.org,540-741-1061,EIN 54-1677934,1301 Sam Perry Boulevard Suite 100,Fredericksburg,VA,22401,USA
Richmond SPCA,http://www.richmondspca.org,804-521-1300,EIN 54-0506328,Robins-Starr Humane Center 2519 Hermitage Road,Richmond,VA,23220,USA
White Bird Appaloosa Horse Rescue,http://whitebirdapps.com,(434) 767-2838,EIN 16-1650231,1688 Burkes Tavern Road,Burkeville,VA,23922,USA
Roanoke Valley Cool Cities Coalition,http://rvccc.org/,540-387-0930,EIN ,,Salem,VA,24153,USA
FOR THIS PURPOSE,http://,,EIN 62-1850586,13478 Carrollton Ste G 206,Carrollton,VA,23314,USA
Homeless Animals Rescue Team Inc,http://www.hart90.org,(703) 691-4278,EIN 54-1564904,Po Box 7261,Fairfax Sta,VA,22039,USA
The Mosby Foundation,http://www.themosbyfoundation.org,540.939.4035,EIN 20-1468817,PO Box 218,Deerfield,VA,24432,USA
Siamese Cats Rescue Center,http://siameserescue.org,(540) 672-6373,EIN 54-1888444,366 Meander Run Rd,Locust Dale,VA,22948,USA
Tragedy Assistance Program For Survivors,http://www.taps.org,(202) 509-8250,EIN 92-0152268,3033 Wilson Blvd  Suite 630,Arlington,VA,22201,USA
Chesapeake Care Inc,http://,(757) 545-7090,EIN 54-1642754,2145 S Military Hwy,Chesapeake,VA,23320,USA
Loudoun Free Clinic,http://www.loudounfreeclinic.org,(703) 779-5412,EIN 54-1921059,224A Cornwall St NW,Leesburg,VA,20176,USA
Trisomy 18 Foundation,http://www.trisomy18.org,810-867-4211,EIN 77-0600393,"Administrative Office 4491 Cheshire Station Plaza, Suite 157",Woodbridge,VA,22193,USA
VIRGINIA FEDERATION OF HUMANE SOCIETIES,http://www.vfhs.org,,EIN 51-0208873,PO Box 545,Edinburg,VA,22824,USA
Animal Welfare League of Alexandria Virginia Incorporated,http://www.alexandriaanimals.org,(703) 746-5652,EIN 54-0796610,4101  Eisenhower Ave,Alexandria,VA,22304,USA
