name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Results
GRACE CARES INCORPORATED	http://www.gracecares.org/		EIN 54-2081309	773 Guilford St	Brattleboro	VT	05301	USA	Unknown	Our mission is to empower communities to foster, preserve, and share their indigenous cultures and traditions. This is accomplished by building healthy, educated, productive communities. Grace cares provides expertise, funding, and support for health, education, cultural preservation, and economic development projects.				Project hearts - hearts dr is a dominican republic based ngo founded in 2011 with the help of grace cares. It is the umbrella organization for a number of fantastic projects run by ruben ottenwalder and his team in baitoa, santiago, dr. Since 2006, grace cares has worked with this community on several successful projects. These include a water project, community center, elder care home, school improvements, safe stoves, and an egg business. Hearts dr works on a variety of community improvement projects in the area around baitoa. They provide necessities for children in the area and work on improving the schools. They build homes for the needy and are working on several economic development projects. The web page for hearts dr is www. Heartsdr. Com.   the lucknow project has been hugely successful in improving the educational system of rural villages in india along with health and quality of life. Improvements to the education and health systems have led to broader community empowerment and a sense of a future for the younger generations. Education is the key to breaking the cycle of poverty, illiteracy, and disease that plagues children in the villages of india. Since 2006, project founder nazeela nasseri has traveled to amethi, india to teach english initially during summer break. Now, her sister, afshan nasseri, 16 years old, has taken over the responsibility of project director. They have collected basic school supplies and want to continue their lessons year round. Through generous donations, and the help of grace cares and the nasseri family, the small project has grown into a number of initiatives serving the entire community.   b4 peace community projects - grace cares believes it is important to promote arts and educations projects that develop individual and community awareness on the importance of peace starting within each individual. We help communities look at how they can bring peace to their lives through daily acts of kindness. Many communities, including ones grace is working in already, are being affected by violence. We have joined with namaya productions and formed the b4 peace initiative ( www. B4peace. Net) to hold art installations, performances and peace art workshops.	
The Church At Pownal Valley	http://		EIN 22-2504638	Route 7	Pownal	VT	05261	USA							
Greenwood School Inc	http://greenwood.org	(802) 387-4545	EIN 04-2642602	14 Greenwood Ln	Putney	VT	05346	USA	Arts & Culture, Arts Education, Education, Elementary & Secondary Schools, Literacy, Special Education	The school provides high quality remedial education to approximately 50 language-disabled boys a year.				The greenwood school, inc. Provides individualized special education on a 2:1 basis.	
Chester Community Alliance Inc	http://		EIN 03-0343127	Po Box 561	Chester	VT	05143	USA	Arts & Culture, Performing Arts						
Vermont Volunteer Services For Animals	http://www.vvsahs.org		EIN 03-0318162	Po Box 100	Bridgewater	VT	05034	USA	Animal Protection & Welfare, Animals, Veterinary Services, Wildlife Sanctuaries	Educate and promote neuter of animals				Spay and neuter incentive program and provide financial assistance to income eligible people for vaccinations and newutering of dogs and cats  newport strays - rescue and neutering of stray cats in newport new hampshire  rutland city cat allies - spay neuter assistance program for rutland city vermont cats care and maintenance  other program services	
Champlain Valley Festival	http://	(877) 850-0206	EIN 22-2975148	Po Box 172	Burlington	VT	05402	USA	Arts & Culture, Music	Preservation and presentation of traditional folk music				Presentation of a folk music festival and related events.	
Sustainable Energy Resource Group	http://		EIN 26-0004622	432 Ulman Rd	Thetford Ctr	VT	05075	USA	Energy Resources Conservation & Development, Environment						
Barnet Historical Society	http://		EIN 23-7276272	Po Box 64	Barnet	VT	05821	USA	Arts & Culture, Historical Organizations						
Hinesburg Land Trust Inc	http://		EIN 22-3067389	Po Box 137	Hinesburg	VT	05461	USA							
Community Health Center	http://		EIN 23-7379818	Rr #2 Box 130-13	Enosburgh	VT	05450	USA	Community Clinics, Health						
Theatre On A Shoestring	http://www.theatreshoe.com		EIN 03-0330755	PO Box 1012	Burlington	VT	05402	USA	Arts & Culture, Theater	TOAS opens its door to all who are interested. We teach the participants about various aspects of theatre and allow them to try one or more of them. This exposes more people to theatre and the actual workings behind-the-scenes.					
Terry Galvin Memorial Scholarship	http://		EIN 03-0318418	1 Veterans Memorial Dr	Bennington	VT	05201	USA							
Hospice & Palliative Care Council Of Vermont Inc	http://		EIN 22-2701812	137 Elm St Ste 3	Montpelier	VT	05602	USA							
Huntington Historical And Community Trust	http://		EIN 22-2498795	Po Box 147	Huntington	VT	05462	USA	Environment, Forest Conservation						
Temple Micah	http://		EIN 23-2409730	976 Bowen Hill Rd	East Dorset	VT	05253	USA	Judaism, Religion						
Sexual Assault Crisis Team Of Washington County	http://www.sexualassaultcrisisteam.org	(802) 476-1388	EIN 22-2600063	4 Cottage St	Barre	VT	05641	USA	Mental Health, Sexual Assault Services	Support for victims of sexual violence and human trafficking.				Sact offered (with significant volunteer input) individual support, education, hotline services, advocacy, and referrals for victims of sexual violence and human trafficking. The organization also has one of the few shelters in the state of vt for male and female victims of sexual violence. Sact has developed a collabarative relationship with the local military academy to provide training, education, and advocacy for students and staff; the organization also participates in the university's program to provide safe rides for students who feel endangered. Sact is also collaborating with the vt army national guard to assist returning soldiers who have experienced sexual violence.	
Civil Air Patrol	http://www.capnhq.gov/		EIN 03-0341086	2081 Airport Rd-Berlin	Barre	VT	05641	USA	Disaster Aid, Disaster Preparedness & Relief Services, Human Service Organizations, Human Services	For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.					
Cystic Fibrosis Lifestyle Foundation	http://www.CFLF.org	(802) 310-5983	EIN 57-1163801	PO Box 1344	Burlington	VT	05402	USA	Health, Lung Diseases, Patient & Family Support	CFLF assists in providing avenues toward healthy and active lifestyles through recreation, thereby educating people with Cystic Fibrosis on the critical psychological, social, and emotional connections between their lifestyle and their health.				CFLF awards Recreation Grants to people with cystic fibrosis to aid in the promotion of exercise and recreation.  Mentorships and Peer Support are offered as well to provide support, motivation and encouragement to the grant recipients in their activities.	CFLF has recently provided the 150th Recreation Grant, now totaling over $100,000 in direct financial assistance to people with CF in 39 states.
University Of Vermont Medical Alumni Association	http://		EIN 23-7135030	C 331 Given Bldg	Burlington	VT	05405	USA	Alumni Associations, Education						
Vermont Association For Middle Level Education	http://		EIN 22-2846712	2 Prospect St Ste 3	Montpelier	VT	05602	USA							
Readsboro Preschool Incorporated	http://	(802) 423-5100	EIN 03-0355128	Po Box 149	Readsboro	VT	05350	USA	Education, Preschools	The primary exempt purpose of the organization is the education of preschool children.				To have children interact in a socially acceptable way and to have the organization make a positive presence in the community. 23 children and 46 parents were served by the organization.	
Arlington Recreational & Park Committee Inc	http://		EIN 23-7183942	Po Box 157	Arlington	VT	05250	USA							
