name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Programs	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	 	
Montereau Inc	http://www.montereau.net	(918) 491-5200	EIN 73-1571795	6800 S Granite Avenue	Tulsa	OK	74136	USA	Homeless & Housing, Senior Citizens Housing & Retirement Communities, Seniors	Montereau supports, honors and uplifts the lives of older adults and those who care for them by providing residential independent living accommodations and supportive services to individuals age 55 and over as well as assisted living, memory support (alzheimer's care) and skilled nursing services to its residents.	Residential independent living for older adults - montereau provides residential independent living accomodations and supportive services to invididuals age 55 and over, though the average age of new residents is 81. The average age of all residents is 84. A typical resident entering independent living will reside at montereau for approximately 10 years. Residents pay an entrance fee upon moving in and a monthly service fee while they reside at montereau. Once montereau accepts a resident in independent living under a continuing care residency agreement, montereau is contractually obligated to provide independent living and health care services (generally excluding primary care, hospital care, pharmaceuticals and certain other supplies) for the rest of the resident's life regardless of the resident's ability to pay. Montereau provide a full range of dining options, social services, entertainment, cultural development, spiritual life, physical fitness options, transportation and similar services to its residents, generally without any additional fees. Montereau has 328 independent living residences and currently serves approximately 395 individuals in independent living. Assisted living - montereau provides assisted living accomodations and supportive services to individuals that enter the community through independent living, as well as to invididuals that are admitted directly to assisted living. The assisted living facilities include a dining area, private dining opportunities, a servery, living areas and a community room used for activities. Residents in assisted living are not capable of living on their own, and they receive 24-hour licensed nursing care, assistance with activities of daily living, in addition to dining options, social services, entertainment, cultural development, spiritual life, physical fitness options, transportion and other services similar to residents in independent living. The goal of montereau's assisted living program is to enable older adults to maintain their maximum possible independence given the limitations brought by aging and illness. Montereau has 44 assisted living units that generally are approximately 100% occupied. Memory support - montereau provides accomodations and supportive services to individuals that suffer from alzheimer's disease and similar cognitive impairments and enter the community through independent living, as well as to individuals that are admitted directly to memory support. The memory support facilities include a dining area and community room, a servery and living areas. Residents in memory support are not capable of living on their own due to cognitive impairments that may exist alongside a need for assistance. Residents receive 24-hour licensed nursing care, assistance with activities of daily living and programs specific to their cognitive impairment, as well as dining options, social services, entertainment, activities, spiritual life and other services similar to residents in independent living with allowances for their cognitive and physical health. The goal of montereau's memory support program is to enable older adults to maintain their maximum possible independence given the limitations brought by their cognitive impairment, aging and illness. Montereau has 29 assisted living units that generally are approximately 82% occupied. Skilled nursing - montereau provides accomodations, nursing care and supportive services to individuals that require 24-hour nursing care and enter the community through independent living, as well as to invididuals that are admitted directly to skilled nursing. Montereau skilled nursing staffing is high in comparison to similar facilities on a per resident day basis, and the skilled nursing unit is among a select number of similar facilities that has experienced two consecutive years of deficiency free surveys. The skilled nuring facilities include dining areas, community rooms, a servery and living areas. Residents are provided with 24-hour licensed nursing, dining options, social services, entertainment, activities, spiritual life and other services similar to residents in independent living with allowances for their cognitive and physical health. The goal of montereau's skilled nursing program is to enable older adults to maintain their maximum possible independence given the limitations brought by their cognitive impairment, aging and illness. Montereau has 74 skilled nursing beds that generally are approximately 93% occupied. You're first - montereau provides companion care for residents in independent living, assisted living, memory support and skilled nursing for an additional fee. The purpose of this program is to provide socialization and maximize independence for individuals as they become isolated or unable to accomplish certain domestic tasks such as housekeeping and pet care due to infirmity.						
Hochatown First Assembly Of God	http://		EIN 73-1525368	Po Box 519	Broken Bow	OK	74728	USA									
Oaks Indian Mission Inc	http://www.oaksindianmission.org/	(918) 868-2196	EIN 73-0717995	Po Box 130	Oaks	OK	74359	USA	Children & Youth, Christianity, Ethnic &  Immigrant Centers, Homeless & Housing, Housing & Shelter, Immigration, Religion, Youth Development	Oaks indian mission is a not-for-profit organization. Its purpose is to provide residential care and related social services to children.	The oaks indian mission, bygod's grace, partnering with christian communities and tribal nations, prepares native children to lead and serve. Its purpose is to provide residential care and related social services to children.						
Hunger Relief International	http://www.hungerreliefinternational.org	405 626 7326	EIN 36-4664596	P.O. Box 300093	Oklahoma City	OK	73140	USA	Food, Food, Agriculture & Nutrition, International, International Relief, Nutrition	Hunger Relief International (HRI) is a Christian relief and development organization working in partnership with local communities to alleviate the impact of hunger on the lives of malnourished children and their families as a first step in a long-term strategy to achieve family and community self-sufficiency.	School-age Feeding; Early Childhood Supplemental Feeding; Safe, Energy Efficient Cookstoves; Organic Home Gardens; Animal-husbandry; Health and Empowerment Training; Health Clinics; etc.	Over 7 million meals to vulnerable children. 120 safe, energy efficient cookstoves. 40 organic home gardens. Over 100 topical health and empowerment trainings. Thousands of children and their families served by health clinics. And much more.	Vulnerable children, families and communities.	2,500 vulnerable and orphaned children and 6 communities.	Guatemala and Haiti		
Tri-County Indian Nations C D C	http://www.tri-countyok.org		EIN 73-1453539	122 E Main St	Ada	OK	74820	USA	Community & Neighborhood Development, Economic Development	To combat community deterioration, poverty, racial discrimination and prejudice.	Created adequate and affordable housing, assisted community capacity building, created a small business loan fund and provided organization to address poverty abatement.						
Teen Challenge Of Oklahoma Inc	http://		EIN 73-1324022	909 S Meridian Ave Ste 406	Oklahoma City	OK	73108	USA	Protestant, Religion								
COMMUNITIES FOUNDATION OF OKLAHOMA INC	http://www.cfok.org	(405) 755-5571	EIN 73-1396320	2932 Nw 122ND St Ste D	Oklahoma City	OK	73120	USA	Community Foundations, Economic Development, Microfinance, Philanthropy, Rural Economic Development	to support Oklahoma communities by meeting the needs of charitable organizations and donors statewide	Grants were provided to first serve okc to facilitate construction of an expanded facility which will enable the program to expand. First serves purpose is to strengthen the lives and enhance the character of underserved youth by providing education, scholarships, mentorship, physical fitness, and community service through tennis.   grants were awarded to smart start central oklahoma to provide services to oklahoma city's children for birth to age 5 from low income families. The ready for kindergarten program is designed to increase literacy and school preparedness.   grants were provided to assist john rex elementary school in downtown oklahoma city. The charter school was opened to provide a rigorous, quality education to an economically and racially diverse group of students in the heart of the city.   all other accomplishment grants used in other community educational programs and miscellaneous programs.						
Oklahoma School Of Science Mathematics Foundation	http://www.ossm.edu	(405) 522-7804	EIN 73-1401430	1141 N Lincoln Blvd	Oklahoma City	OK	73104	USA	Federated Giving Programs, Philanthropy	The mission of the oklahoma school of science and mathematics foundation is to foster excellece in k-12 science and mathematics education throughout oklahoma by supporting the school's outreach projects, programs, development, students, staff, and faculty.	To provide financial support to the oklahoma school of science and mathematics by - partially funding a new student dormitory that will allow more students to enroll, - providing ongoing stipends to attract and retain high-caliber educators and- provide the following programs throughout the school year to enhance the learning experience of the students: summer science institute, summer math institute, senator penny williams distinguished lecture series, investigative research scholars program,ossm mentorship program and ossm fine arts program						
Cherokee Hills R C & D Project Inc	http://		EIN 73-1345896	Po Box 717	Tahlequah	OK	74465	USA	Environment, Natural Resources Conservation & Protection								
Splash Club Inc	http://www.conocophillipssplashclub.org	(918) 661-4382	EIN 23-7409988	B 66 Adams Building	Bartlesville	OK	74004	USA	Sports, Swimming & Other Water Recreation	Promotion of swimming competition & hosting swim meets	Swim meets						
Ground Water Protection Council	http://		EIN 73-1210455	13308 N Macarthur Blvd	Oklahoma City	OK	73142	USA		COORDINATE STATES AND FED GOVT RE SAFE WATER DRINKING ACT							
